episode_uid,slide_order,slide_label,l3_line1,l3_line2,template_used,segment,media_refs,library,rel_path,source,confidence,needs_human,notes
,1,,GENESIS SCIENCE Q&A,Send in your Questions on social media or email them tocomments@genesissciencenetwork.com,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_QA_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,GENESIS SCIENCE Q&A,BIBLICAL TRUTHS & SCIENTIFIC INSIGHTS – GENESIS SCIENCE Q&A,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_QA_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,GENESIS SCIENCE Q&A,"YOUR QUESTIONS, ANSWERED – GENESIS SCIENCE Q&A",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_QA_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,GENESIS SCIENCE Q&A,Diving into THE tough QUESTIONS – GENESIS SCIENCE Q&A,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_QA_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,Viewer Voices,Send in your comments on social media or email them tocomments@genesissciencenetwork.com,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_VIEWER_VOICES_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,Viewer Voices,"YOUR Comments, YOUR Experiences – VIEWER VOICES",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_VIEWER_VOICES_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,Viewer Voices,SHARING YOUR STORIES OF INSPIRATION AND ENCOURAGEMENT - Viewer Voices,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_D_VIEWER_VOICES_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,,DIG DEEPER – THIS WEEK’S FEATURED RESOURCE,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,Featured Resource,,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,GENESIS SCIENCE REPORT,Coming up: one on one with dan Janzen,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,,FEED YOUR CURIOSITY – FEATURED RESOURCE OF THE WEEK,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,Featured Resource,creationsuperstore.com | 931-212-7990,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,Featured Resource,RECOMMENDED FOR YOU – THIS WEEK’S FEATURED RESOURCE,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,Featured Resource,,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_FEATURED_RESOURCE_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,GSR One-on-one,GENESIS SCIENCE REPORT INTERVIEW CONTINUES,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,GSR One-on-one,DR. MICHAEL HOUTS | NASA | NUCLEAR RESEARCH MANAGER,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,GSR One-on-one,32 MONTHS TO LAUNCH AND THE CLOCK IS ALREADY RUNNING,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,GSR One-on-one,THE MISSION THAT COULD CHANGE DEEP SPACE FOREVER,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,GSR One-on-one,RUSSIA AND CHINA ARE RACING TOWARD THE SAME GOAL,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,GSR One-on-one,THREE HELICOPTERS DESIGNED TO SCOUT MARS SURFACE,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,GSR One-on-one,THE PRECISE PHYSICAL LAWS THAT MAKE FISSION POSSIBLE,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,GSR One-on-one,NUCLEAR PROPULSION COULD REACH THE OUTER PLANETS,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,9,,GSR One-on-one,THE SPACECRAFT THAT COULD REWRITE SPACE EXPLORATION,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,10,,GSR One-on-one,NUCLEAR ELECTRIC PROPULSION IS NOT A NUCLEAR ROCKET,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,11,,GSR One-on-one,A CONVERSATION ON SCIENCE FAITH AND THE COSMOS,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,12,,GSR One-on-one,THE NASA ENGINEER WHO LEFT EVOLUTION BEHIND,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,13,,GSR One-on-one,EXPLORING WHAT NUCLEAR POWER MEANS FOR SPACE TRAVEL,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,14,,GSR One-on-one,DISCUSSING THE FUTURE OF AMERICAN SPACE EXPLORATION,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,15,,GSR One-on-one,FISsION REACTOR ACTIVATES 48 HOURS AFTER LIFTOFF,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,16,,GSR One-on-one,WHAT ENGINEERED COMPLEXITY IN NATURE POINTS TOWARD,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,17,,GSR One-on-one,HOW A FISSION REACTOR ACTUALLY MOVES A SPACECRAFT,lower_third,interview_1,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_1_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,GSR One-on-one,SCIENCE KEEPS FINDING COMPLEXITY WHERE IT EXPECTED SIMPLICITY,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,GSR One-on-one,RANDOMNESS THAT SERVES A PURPOSE IS NOT RANDOM,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,GSR One-on-one,"BERKELEY: AMBIGUITY ""SHOULD BE DELETERIOUS""",lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,GSR One-on-one,BIOLOGY'S GROUND RULES ARE NOT AS SETTLED AS WE THOUGHT,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,GSR One-on-one,WHAT DOES THE GENETIC CODE ACTUALLY TELL US?,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,GSR One-on-one,"THE MORE WE STUDY THE CELL, THE MORE DESIGN WE FIND",lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,GSR One-on-one,ONE CODON. TWO PROTEINS. NO KNOWN MECHANISM,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,GSR One-on-one,NO SEQUENCE CUE. NO CONTROLLING FACTOR FOUNd,lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,9,,GSR One-on-one,"Billy Hallowell | CBN Investigative Journalist | Filmmaker, Investigating the Supernatural: Angels and Demons",lower_third,interview_2,GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_E_INTERVIEW_2_L3RDS.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
